sample_id	epic_matrix_name	reference	epic_celltype	fraction
SCPCS000181	cellFractions	TRef	CAFs	0.008557850439267588
SCPCS000181	cellFractions	TRef	CD4_Tcells	0.02159976045279869
SCPCS000181	cellFractions	TRef	CD8_Tcells	0.014510742798114292
SCPCS000181	cellFractions	TRef	Endothelial	0.023981572716813195
SCPCS000181	cellFractions	TRef	Macrophages	8.647690748700176e-4
SCPCS000181	cellFractions	TRef	NKcells	9.284162237357295e-10
SCPCS000181	cellFractions	TRef	otherCells	0.9287391710048506
SCPCS000182	cellFractions	TRef	Bcells	0.0012133521704799297
SCPCS000182	cellFractions	TRef	CAFs	0.010112156180962834
SCPCS000182	cellFractions	TRef	CD4_Tcells	0.013058050991800633
SCPCS000182	cellFractions	TRef	CD8_Tcells	0.010408335307147375
SCPCS000182	cellFractions	TRef	Endothelial	0.013788925294274368
SCPCS000182	cellFractions	TRef	Macrophages	8.289144082084765e-4
SCPCS000182	cellFractions	TRef	NKcells	3.672769818802609e-10
SCPCS000182	cellFractions	TRef	otherCells	0.9505902652798494
SCPCS000183	cellFractions	TRef	Bcells	6.053033539792606e-4
SCPCS000183	cellFractions	TRef	CAFs	0.4395509271220082
SCPCS000183	cellFractions	TRef	CD4_Tcells	6.496285838418326e-7
SCPCS000183	cellFractions	TRef	CD8_Tcells	2.888151797269314e-7
SCPCS000183	cellFractions	TRef	Endothelial	0.04621275018920077
SCPCS000183	cellFractions	TRef	Macrophages	0.002262195283004035
SCPCS000183	cellFractions	TRef	NKcells	1.8029020156970348e-5
SCPCS000183	cellFractions	TRef	otherCells	0.5113498565878872
SCPCS000184	cellFractions	TRef	Bcells	4.7278279356709007e-4
SCPCS000184	cellFractions	TRef	CAFs	0.0060740240573724244
SCPCS000184	cellFractions	TRef	CD4_Tcells	0.003497274991824401
SCPCS000184	cellFractions	TRef	CD8_Tcells	0.004469181706489174
SCPCS000184	cellFractions	TRef	Endothelial	0.018368346032643142
SCPCS000184	cellFractions	TRef	Macrophages	0.0017988191089026884
SCPCS000184	cellFractions	TRef	NKcells	1.1404439458533287e-11
SCPCS000184	cellFractions	TRef	otherCells	0.9653195712977968
SCPCS000185	cellFractions	TRef	Bcells	0.0019813768723222066
SCPCS000185	cellFractions	TRef	CAFs	0.030705930481087322
SCPCS000185	cellFractions	TRef	CD4_Tcells	0.009128863353840942
SCPCS000185	cellFractions	TRef	CD8_Tcells	0.0035413784216528875
SCPCS000185	cellFractions	TRef	Endothelial	0.09577573999826636
SCPCS000185	cellFractions	TRef	Macrophages	0.0038308373701542837
SCPCS000185	cellFractions	TRef	NKcells	1.6309192049484493e-9
SCPCS000185	cellFractions	TRef	otherCells	0.8550358718717568
SCPCS000186	cellFractions	TRef	Bcells	0.001321405285578385
SCPCS000186	cellFractions	TRef	CAFs	0.02697751922221327
SCPCS000186	cellFractions	TRef	CD4_Tcells	0.010502650273806126
SCPCS000186	cellFractions	TRef	CD8_Tcells	0.03220478665525206
SCPCS000186	cellFractions	TRef	Endothelial	0.015776758031038614
SCPCS000186	cellFractions	TRef	Macrophages	0.001442809593249862
SCPCS000186	cellFractions	TRef	NKcells	1.5396293530388234e-11
SCPCS000186	cellFractions	TRef	otherCells	0.9117740709234654
SCPCS000188	cellFractions	TRef	Bcells	0.0019094690018383485
SCPCS000188	cellFractions	TRef	CAFs	0.04407000459036721
SCPCS000188	cellFractions	TRef	CD4_Tcells	0.02694448539929145
SCPCS000188	cellFractions	TRef	CD8_Tcells	0.01630752714928602
SCPCS000188	cellFractions	TRef	Endothelial	0.03942732375575785
SCPCS000188	cellFractions	TRef	Macrophages	0.006130959241134319
SCPCS000188	cellFractions	TRef	NKcells	2.837600349760589e-11
SCPCS000188	cellFractions	TRef	otherCells	0.8652102308339488
SCPCS000189	cellFractions	TRef	Bcells	0.0012404334693557762
SCPCS000189	cellFractions	TRef	CAFs	0.0243208026397712
SCPCS000189	cellFractions	TRef	CD4_Tcells	0.013497042724588813
SCPCS000189	cellFractions	TRef	CD8_Tcells	0.009616174267912381
SCPCS000189	cellFractions	TRef	Endothelial	0.11882646653148772
SCPCS000189	cellFractions	TRef	Macrophages	0.004702536561564648
SCPCS000189	cellFractions	TRef	NKcells	2.0904985861042866e-7
SCPCS000189	cellFractions	TRef	otherCells	0.8277963347554609
SCPCS000190	cellFractions	TRef	Bcells	0.0019185826459074606
SCPCS000190	cellFractions	TRef	CAFs	0.004995520727947456
SCPCS000190	cellFractions	TRef	CD4_Tcells	0.03957297046154202
SCPCS000190	cellFractions	TRef	CD8_Tcells	0.019615487263966166
SCPCS000190	cellFractions	TRef	Endothelial	0.06909551852575517
SCPCS000190	cellFractions	TRef	Macrophages	8.109571237692623e-4
SCPCS000190	cellFractions	TRef	NKcells	0.00432025351359481
SCPCS000190	cellFractions	TRef	otherCells	0.8596707097375176
SCPCS000191	cellFractions	TRef	Bcells	0.0019449518461590752
SCPCS000191	cellFractions	TRef	CAFs	0.05168255350586653
SCPCS000191	cellFractions	TRef	CD4_Tcells	0.02184211710411721
SCPCS000191	cellFractions	TRef	CD8_Tcells	0.018152739090271347
SCPCS000191	cellFractions	TRef	Endothelial	0.030149655566332877
SCPCS000191	cellFractions	TRef	Macrophages	0.0067455634331100535
SCPCS000191	cellFractions	TRef	NKcells	8.381599986780037e-10
SCPCS000191	cellFractions	TRef	otherCells	0.8694824186159829
SCPCS000192	cellFractions	TRef	Bcells	9.316037710697092e-4
SCPCS000192	cellFractions	TRef	CAFs	0.017674792889872063
SCPCS000192	cellFractions	TRef	CD4_Tcells	0.019041232119043017
SCPCS000192	cellFractions	TRef	CD8_Tcells	0.023513782944623123
SCPCS000192	cellFractions	TRef	Endothelial	0.03079421864370344
SCPCS000192	cellFractions	TRef	Macrophages	0.0029980418811403394
SCPCS000192	cellFractions	TRef	NKcells	1.1113134123031979e-8
SCPCS000192	cellFractions	TRef	otherCells	0.9050463166374142
SCPCS000193	cellFractions	TRef	Bcells	0.002434747526376345
SCPCS000193	cellFractions	TRef	CAFs	0.2790261165048383
SCPCS000193	cellFractions	TRef	CD4_Tcells	0.03294330531425474
SCPCS000193	cellFractions	TRef	CD8_Tcells	0.011672206818517149
SCPCS000193	cellFractions	TRef	Endothelial	0.07313059289559355
SCPCS000193	cellFractions	TRef	Macrophages	0.024409583742584107
SCPCS000193	cellFractions	TRef	NKcells	1.9117114122725502e-7
SCPCS000193	cellFractions	TRef	otherCells	0.5763832560266946
SCPCS000194	cellFractions	TRef	Bcells	0.0014201113561376538
SCPCS000194	cellFractions	TRef	CAFs	0.06990557223194459
SCPCS000194	cellFractions	TRef	CD4_Tcells	0.03400772428731846
SCPCS000194	cellFractions	TRef	CD8_Tcells	0.02811868415951074
SCPCS000194	cellFractions	TRef	Endothelial	0.10925854457081277
SCPCS000194	cellFractions	TRef	Macrophages	0.009693493254344274
SCPCS000194	cellFractions	TRef	NKcells	1.3413206079079099e-8
SCPCS000194	cellFractions	TRef	otherCells	0.7475958567267253
SCPCS000195	cellFractions	TRef	Bcells	0.0034319603220391475
SCPCS000195	cellFractions	TRef	CAFs	0.10158414795409114
SCPCS000195	cellFractions	TRef	CD4_Tcells	0.06377761353505829
SCPCS000195	cellFractions	TRef	CD8_Tcells	0.03478093425151281
SCPCS000195	cellFractions	TRef	Endothelial	0.08361249941437202
SCPCS000195	cellFractions	TRef	Macrophages	0.012648243002803601
SCPCS000195	cellFractions	TRef	NKcells	2.2483478153817584e-8
SCPCS000195	cellFractions	TRef	otherCells	0.7001645790366449
SCPCS000196	cellFractions	TRef	Bcells	8.355856433816168e-4
SCPCS000196	cellFractions	TRef	CAFs	0.17202709111236653
SCPCS000196	cellFractions	TRef	CD4_Tcells	0.012042441850648079
SCPCS000196	cellFractions	TRef	CD8_Tcells	0.006222340001966734
SCPCS000196	cellFractions	TRef	Endothelial	0.05462447316872546
SCPCS000196	cellFractions	TRef	Macrophages	0.0037926060979957075
SCPCS000196	cellFractions	TRef	NKcells	1.5062301976901702e-8
SCPCS000196	cellFractions	TRef	otherCells	0.7504554470626139
SCPCS000197	cellFractions	TRef	Bcells	0.0015774672041998794
SCPCS000197	cellFractions	TRef	CAFs	0.007631672697873466
SCPCS000197	cellFractions	TRef	CD4_Tcells	0.01479131844333737
SCPCS000197	cellFractions	TRef	CD8_Tcells	0.01025090442476496
SCPCS000197	cellFractions	TRef	Endothelial	0.012843038028953466
SCPCS000197	cellFractions	TRef	Macrophages	0.0033594099921829316
SCPCS000197	cellFractions	TRef	NKcells	6.869902379677101e-11
SCPCS000197	cellFractions	TRef	otherCells	0.9495461891399889
SCPCS000198	cellFractions	TRef	Bcells	0.001239701318522436
SCPCS000198	cellFractions	TRef	CAFs	0.0361693653197049
SCPCS000198	cellFractions	TRef	CD4_Tcells	0.01112415391524855
SCPCS000198	cellFractions	TRef	CD8_Tcells	0.01201736479794503
SCPCS000198	cellFractions	TRef	Endothelial	0.14190543647414433
SCPCS000198	cellFractions	TRef	Macrophages	0.007180434356445562
SCPCS000198	cellFractions	TRef	NKcells	5.041244981226005e-9
SCPCS000198	cellFractions	TRef	otherCells	0.7903635387767443
SCPCS000199	cellFractions	TRef	Bcells	0.0017645528921157476
SCPCS000199	cellFractions	TRef	CAFs	0.004682757535916766
SCPCS000199	cellFractions	TRef	CD4_Tcells	0.027300534168627006
SCPCS000199	cellFractions	TRef	CD8_Tcells	0.02103063886059855
SCPCS000199	cellFractions	TRef	Endothelial	0.023701576305327224
SCPCS000199	cellFractions	TRef	Macrophages	0.0010183302637555964
SCPCS000199	cellFractions	TRef	NKcells	2.2040820043328337e-8
SCPCS000199	cellFractions	TRef	otherCells	0.920501587932839
SCPCS000200	cellFractions	TRef	Bcells	0.0018854072770959648
SCPCS000200	cellFractions	TRef	CAFs	0.005753783464702665
SCPCS000200	cellFractions	TRef	CD4_Tcells	0.021519824978177303
SCPCS000200	cellFractions	TRef	CD8_Tcells	0.014383418227331296
SCPCS000200	cellFractions	TRef	Endothelial	0.02194510004608822
SCPCS000200	cellFractions	TRef	Macrophages	0.0023385629320470673
SCPCS000200	cellFractions	TRef	NKcells	1.5532123544236917e-10
SCPCS000200	cellFractions	TRef	otherCells	0.9321739029192362
SCPCS000201	cellFractions	TRef	Bcells	4.703507692091842e-4
SCPCS000201	cellFractions	TRef	CAFs	0.06128428597718931
SCPCS000201	cellFractions	TRef	CD4_Tcells	0.008771498354070787
SCPCS000201	cellFractions	TRef	CD8_Tcells	0.007885379913380742
SCPCS000201	cellFractions	TRef	Endothelial	0.04234618428089196
SCPCS000201	cellFractions	TRef	Macrophages	0.0149299813639462
SCPCS000201	cellFractions	TRef	NKcells	9.11003034210638e-8
SCPCS000201	cellFractions	TRef	otherCells	0.8643122282410085
SCPCS000202	cellFractions	TRef	Bcells	0.0016182700728939578
SCPCS000202	cellFractions	TRef	CAFs	0.028654701817496936
SCPCS000202	cellFractions	TRef	CD4_Tcells	0.0255650914745575
SCPCS000202	cellFractions	TRef	CD8_Tcells	0.018187338393078144
SCPCS000202	cellFractions	TRef	Endothelial	0.042538397565723446
SCPCS000202	cellFractions	TRef	Macrophages	0.0067359855218147024
SCPCS000202	cellFractions	TRef	NKcells	1.93544598055975e-9
SCPCS000202	cellFractions	TRef	otherCells	0.8767002132189893
SCPCS000203	cellFractions	TRef	Bcells	0.0019705301072046578
SCPCS000203	cellFractions	TRef	CAFs	0.03167479174777519
SCPCS000203	cellFractions	TRef	CD4_Tcells	0.021014716194538458
SCPCS000203	cellFractions	TRef	CD8_Tcells	0.016252480969541464
SCPCS000203	cellFractions	TRef	Endothelial	0.05782410682705781
SCPCS000203	cellFractions	TRef	Macrophages	0.007115062034404309
SCPCS000203	cellFractions	TRef	NKcells	2.117762590177037e-10
SCPCS000203	cellFractions	TRef	otherCells	0.8641483119077018
SCPCS000204	cellFractions	TRef	Bcells	0.001695351973044964
SCPCS000204	cellFractions	TRef	CAFs	0.02361032938536882
SCPCS000204	cellFractions	TRef	CD4_Tcells	0.014141312419823127
SCPCS000204	cellFractions	TRef	CD8_Tcells	0.012251767465860833
SCPCS000204	cellFractions	TRef	Endothelial	0.05265899850506947
SCPCS000204	cellFractions	TRef	Macrophages	0.005806229480985958
SCPCS000204	cellFractions	TRef	NKcells	3.4904192820580474e-9
SCPCS000204	cellFractions	TRef	otherCells	0.8898360072794276
SCPCS000205	cellFractions	TRef	Bcells	0.0021906852884156147
SCPCS000205	cellFractions	TRef	CAFs	0.0187121014406202
SCPCS000205	cellFractions	TRef	CD4_Tcells	0.030956654914076537
SCPCS000205	cellFractions	TRef	CD8_Tcells	0.01568764895321038
SCPCS000205	cellFractions	TRef	Endothelial	0.003831471002317975
SCPCS000205	cellFractions	TRef	Macrophages	0.007551091483803069
SCPCS000205	cellFractions	TRef	NKcells	9.504258897073955e-10
SCPCS000205	cellFractions	TRef	otherCells	0.9210703459671303
SCPCS000206	cellFractions	TRef	Bcells	6.569664259093759e-5
SCPCS000206	cellFractions	TRef	CAFs	0.012755439876965225
SCPCS000206	cellFractions	TRef	CD4_Tcells	1.8896746868072778e-6
SCPCS000206	cellFractions	TRef	CD8_Tcells	8.866107850246462e-7
SCPCS000206	cellFractions	TRef	Endothelial	0.2710784296590965
SCPCS000206	cellFractions	TRef	Macrophages	0.0019396858728728803
SCPCS000206	cellFractions	TRef	NKcells	2.162149747947681e-8
SCPCS000206	cellFractions	TRef	otherCells	0.7141579500415051
SCPCS000207	cellFractions	TRef	Bcells	1.2906453996677157e-6
SCPCS000207	cellFractions	TRef	CAFs	0.5926003075530053
SCPCS000207	cellFractions	TRef	CD4_Tcells	1.0409378849063104e-7
SCPCS000207	cellFractions	TRef	CD8_Tcells	0.001608715616500107
SCPCS000207	cellFractions	TRef	Endothelial	0.186957551856853
SCPCS000207	cellFractions	TRef	Macrophages	0.07620663017857952
SCPCS000207	cellFractions	TRef	NKcells	0.0020163934631843143
SCPCS000207	cellFractions	TRef	otherCells	0.14060900659268938
SCPCS000208	cellFractions	TRef	Bcells	0.0011857450537796426
SCPCS000208	cellFractions	TRef	CAFs	0.0066615326993605724
SCPCS000208	cellFractions	TRef	CD4_Tcells	0.005018265270183443
SCPCS000208	cellFractions	TRef	CD8_Tcells	0.01305010695273002
SCPCS000208	cellFractions	TRef	Endothelial	0.018597719277676887
SCPCS000208	cellFractions	TRef	Macrophages	0.003491070329806861
SCPCS000208	cellFractions	TRef	NKcells	1.97087402471339e-9
SCPCS000208	cellFractions	TRef	otherCells	0.9519955584455886
SCPCS000209	cellFractions	TRef	Bcells	0.0013638580918867136
SCPCS000209	cellFractions	TRef	CAFs	0.020509603001461298
SCPCS000209	cellFractions	TRef	CD4_Tcells	0.014888550037288622
SCPCS000209	cellFractions	TRef	CD8_Tcells	0.01269897789136237
SCPCS000209	cellFractions	TRef	Endothelial	0.032225936836169464
SCPCS000209	cellFractions	TRef	Macrophages	0.002807020737412449
SCPCS000209	cellFractions	TRef	NKcells	1.6446707708774054e-09
SCPCS000209	cellFractions	TRef	otherCells	0.9155060517597483
SCPCS000210	cellFractions	TRef	Bcells	6.866073894337862e-4
SCPCS000210	cellFractions	TRef	CAFs	0.008905992440774597
SCPCS000210	cellFractions	TRef	CD4_Tcells	0.017375637137064005
SCPCS000210	cellFractions	TRef	CD8_Tcells	0.009880776246653143
SCPCS000210	cellFractions	TRef	Endothelial	0.016572773169625257
SCPCS000210	cellFractions	TRef	Macrophages	0.0029719449914815854
SCPCS000210	cellFractions	TRef	NKcells	4.909920223178259e-10
SCPCS000210	cellFractions	TRef	otherCells	0.9436062681339756
SCPCS000211	cellFractions	TRef	Bcells	1.5497999231967488e-4
SCPCS000211	cellFractions	TRef	CAFs	0.2260967171697162
SCPCS000211	cellFractions	TRef	CD4_Tcells	6.792481011815015e-6
SCPCS000211	cellFractions	TRef	CD8_Tcells	0.00240398413493769
SCPCS000211	cellFractions	TRef	Endothelial	0.021084716490771965
SCPCS000211	cellFractions	TRef	Macrophages	0.07072606531192253
SCPCS000211	cellFractions	TRef	NKcells	0.001499470042581565
SCPCS000211	cellFractions	TRef	otherCells	0.6780272743767386
SCPCS000168	mRNAProportions	TRef	Bcells	9.055793742589842e-4
SCPCS000168	mRNAProportions	TRef	CAFs	0.005876650963141875
SCPCS000168	mRNAProportions	TRef	CD4_Tcells	0.012039073009167896
SCPCS000168	mRNAProportions	TRef	CD8_Tcells	0.017859091778020544
SCPCS000168	mRNAProportions	TRef	Endothelial	0.023256228851227433
SCPCS000168	mRNAProportions	TRef	Macrophages	0.007457534273134704
SCPCS000168	mRNAProportions	TRef	NKcells	0.004598047940771843
SCPCS000168	mRNAProportions	TRef	otherCells	0.9280077938102768
SCPCS000169	mRNAProportions	TRef	Bcells	0.002729685186837876
SCPCS000169	mRNAProportions	TRef	CAFs	0.022873206715836963
SCPCS000169	mRNAProportions	TRef	CD4_Tcells	0.031595487457904324
SCPCS000169	mRNAProportions	TRef	CD8_Tcells	0.021696999852722682
SCPCS000169	mRNAProportions	TRef	Endothelial	0.03060223372180416
SCPCS000169	mRNAProportions	TRef	Macrophages	0.014750162794792904
SCPCS000169	mRNAProportions	TRef	NKcells	3.3887747172956856e-10
SCPCS000169	mRNAProportions	TRef	otherCells	0.87575222393122365
SCPCS000170	mRNAProportions	TRef	Bcells	0.0021932750957655025
SCPCS000170	mRNAProportions	TRef	CAFs	0.01569210152618089
SCPCS000170	mRNAProportions	TRef	CD4_Tcells	0.02386573705690996
SCPCS000170	mRNAProportions	TRef	CD8_Tcells	0.015492470591391156
SCPCS000170	mRNAProportions	TRef	Endothelial	0.02149022023024387
SCPCS000170	mRNAProportions	TRef	Macrophages	0.009409726913282065
SCPCS000170	mRNAProportions	TRef	NKcells	5.778313616675334e-10
SCPCS000170	mRNAProportions	TRef	otherCells	0.9118564680083951
SCPCS000171	mRNAProportions	TRef	Bcells	0.0016179742598525495
SCPCS000171	mRNAProportions	TRef	CAFs	0.02278176199482815
SCPCS000171	mRNAProportions	TRef	CD4_Tcells	0.021500246410338562
SCPCS000171	mRNAProportions	TRef	CD8_Tcells	0.01799848527690201
SCPCS000171	mRNAProportions	TRef	Endothelial	0.02536259085524134
SCPCS000171	mRNAProportions	TRef	Macrophages	0.013912768100352708
SCPCS000171	mRNAProportions	TRef	NKcells	5.610139120081093e-10
SCPCS000171	mRNAProportions	TRef	otherCells	0.8968261725414708
SCPCS000172	mRNAProportions	TRef	Bcells	0.002072896844855664
SCPCS000172	mRNAProportions	TRef	CAFs	0.01741900566341957
SCPCS000172	mRNAProportions	TRef	CD4_Tcells	0.018440029144488543
SCPCS000172	mRNAProportions	TRef	CD8_Tcells	0.015770556373003813
SCPCS000172	mRNAProportions	TRef	Endothelial	0.03211413617615243
SCPCS000172	mRNAProportions	TRef	Macrophages	0.02407133428200021
SCPCS000172	mRNAProportions	TRef	NKcells	2.58158888977426e-9
SCPCS000172	mRNAProportions	TRef	otherCells	0.8901120389344909
SCPCS000173	mRNAProportions	TRef	Bcells	0.0022768147875541272
SCPCS000173	mRNAProportions	TRef	CAFs	0.029332313218602444
SCPCS000173	mRNAProportions	TRef	CD4_Tcells	0.026277215355088136
SCPCS000173	mRNAProportions	TRef	CD8_Tcells	0.016785364764459843
SCPCS000173	mRNAProportions	TRef	Endothelial	0.025217196862328418
SCPCS000173	mRNAProportions	TRef	Macrophages	0.009927394082338692
SCPCS000173	mRNAProportions	TRef	NKcells	5.624957417467777e-10
SCPCS000173	mRNAProportions	TRef	otherCells	0.8901837003671326
SCPCS000174	mRNAProportions	TRef	Bcells	0.003015527927357706
SCPCS000174	mRNAProportions	TRef	CAFs	0.17971708525639452
SCPCS000174	mRNAProportions	TRef	CD4_Tcells	0.03687377478797019
SCPCS000174	mRNAProportions	TRef	CD8_Tcells	0.014348342548858002
SCPCS000174	mRNAProportions	TRef	Endothelial	0.033035651667200364
SCPCS000174	mRNAProportions	TRef	Macrophages	0.03128534401829161
SCPCS000174	mRNAProportions	TRef	NKcells	1.2395048823017805e-8
SCPCS000174	mRNAProportions	TRef	otherCells	0.7017242613988788
SCPCS000175	mRNAProportions	TRef	Bcells	1.0115183038386981e-6
SCPCS000175	mRNAProportions	TRef	CAFs	0.34070985205363297
SCPCS000175	mRNAProportions	TRef	CD4_Tcells	4.19885113064165e-6
SCPCS000175	mRNAProportions	TRef	CD8_Tcells	3.8164310574288095e-6
SCPCS000175	mRNAProportions	TRef	Endothelial	0.10677103798595441
SCPCS000175	mRNAProportions	TRef	Macrophages	0.021304328155950736
SCPCS000175	mRNAProportions	TRef	NKcells	2.0819242852036e-5
SCPCS000175	mRNAProportions	TRef	otherCells	0.531184935761118
