sample_id	epic_matrix_name	reference	epic_celltype	fraction
SCPCS000416	cellFractions	TRef	otherCells	0.6809334645312104
SCPCS000598	cellFractions	TRef	Bcells	7.552256119309681e-7
SCPCS000598	cellFractions	TRef	CAFs	0.7161736239375588
SCPCS000598	cellFractions	TRef	CD4_Tcells	2.759158986664207e-6
SCPCS000598	cellFractions	TRef	CD8_Tcells	1.1019872884371308e-4
SCPCS000598	cellFractions	TRef	Endothelial	1.3929919818730799e-5
SCPCS000598	cellFractions	TRef	Macrophages	0.008157330714144618
SCPCS000598	cellFractions	TRef	NKcells	1.5101446549476897e-4
SCPCS000598	cellFractions	TRef	otherCells	0.2753903878495409
SCPCS000599	cellFractions	TRef	Bcells	6.328513772187958e-4
SCPCS000599	cellFractions	TRef	CAFs	0.5674279728534958
SCPCS000599	cellFractions	TRef	CD4_Tcells	0.1049204999288377
SCPCS000599	cellFractions	TRef	CD8_Tcells	0.05617823855667067
SCPCS000599	cellFractions	TRef	Endothelial	0.23470701656795676
SCPCS000599	cellFractions	TRef	Macrophages	0.03597445583615732
SCPCS000599	cellFractions	TRef	NKcells	1.3737692933825941e-8
SCPCS000599	cellFractions	TRef	otherCells	1.5895114196994457e-4
SCPCS000600	cellFractions	TRef	Bcells	3.7075771699083105e-9
SCPCS000600	cellFractions	TRef	CAFs	0.11025339183181589
SCPCS000600	cellFractions	TRef	CD4_Tcells	0.10688858532135065
SCPCS000600	cellFractions	TRef	CD8_Tcells	0.15452116988083517
SCPCS000600	cellFractions	TRef	Endothelial	0.24066112608568127
SCPCS000600	cellFractions	TRef	Macrophages	0.022290061380541182
SCPCS000600	cellFractions	TRef	NKcells	0.001694485568875311
SCPCS000600	cellFractions	TRef	otherCells	0.3636911762233233
SCPCS000601	cellFractions	TRef	Bcells	3.157757362653905e-7
SCPCS000601	cellFractions	TRef	CAFs	0.32857540856013723
SCPCS000601	cellFractions	TRef	CD4_Tcells	0.01911119408029349
SCPCS000601	cellFractions	TRef	CD8_Tcells	0.00801673092053993
SCPCS000601	cellFractions	TRef	Endothelial	0.022446133238462205
SCPCS000601	cellFractions	TRef	Macrophages	0.020402021895245512
SCPCS000601	cellFractions	TRef	NKcells	1.72641608080739e-8
SCPCS000601	cellFractions	TRef	otherCells	0.6014481782654245
SCPCS000603	cellFractions	TRef	Bcells	5.078341865969607e-8
SCPCS000603	cellFractions	TRef	CAFs	0.06396778363360961
SCPCS000603	cellFractions	TRef	CD4_Tcells	1.4318446744238296e-7
SCPCS000603	cellFractions	TRef	CD8_Tcells	0.13520411539556002
SCPCS000603	cellFractions	TRef	Endothelial	2.6029822353472416e-4
SCPCS000603	cellFractions	TRef	Macrophages	0.05074687690812463
SCPCS000603	cellFractions	TRef	NKcells	2.4857411179291498e-5
SCPCS000603	cellFractions	TRef	otherCells	0.7497958744601055
SCPCS000605	cellFractions	TRef	Bcells	7.004122045455513e-4
SCPCS000605	cellFractions	TRef	CAFs	0.04209938045184213
SCPCS000605	cellFractions	TRef	CD4_Tcells	0.05859025767552218
SCPCS000605	cellFractions	TRef	CD8_Tcells	2.3207980270369815e-6
SCPCS000605	cellFractions	TRef	Endothelial	0.24257873761800008
SCPCS000605	cellFractions	TRef	Macrophages	0.02870394757423141
SCPCS000605	cellFractions	TRef	NKcells	0.0019601500335539182
SCPCS000605	cellFractions	TRef	otherCells	0.6253647936442777
SCPCS000606	cellFractions	TRef	Bcells	6.819790839855805e-7
SCPCS000606	cellFractions	TRef	CAFs	0.04829260176083016
SCPCS000606	cellFractions	TRef	CD4_Tcells	3.025379841411387e-7
SCPCS000606	cellFractions	TRef	CD8_Tcells	0.051296973552239
SCPCS000606	cellFractions	TRef	Endothelial	0.05321561553180797
SCPCS000606	cellFractions	TRef	Macrophages	0.016426078339597108
SCPCS000606	cellFractions	TRef	NKcells	0.004293370309940069
SCPCS000606	cellFractions	TRef	otherCells	0.8264743759885175
SCPCS000607	cellFractions	TRef	Bcells	1.8386686814148102e-5
SCPCS000607	cellFractions	TRef	CAFs	0.16145867447671816
SCPCS000607	cellFractions	TRef	CD4_Tcells	1.615735868696266e-7
SCPCS000607	cellFractions	TRef	CD8_Tcells	0.0690608906556917
SCPCS000607	cellFractions	TRef	Endothelial	0.05278674588349904
SCPCS000607	cellFractions	TRef	Macrophages	0.046859182835202566
SCPCS000607	cellFractions	TRef	NKcells	1.9581202355991028e-7
SCPCS000607	cellFractions	TRef	otherCells	0.669815762076464
SCPCS000608	cellFractions	TRef	Bcells	1.332349190828133e-7
SCPCS000608	cellFractions	TRef	CAFs	0.029002537466728782
SCPCS000608	cellFractions	TRef	CD4_Tcells	5.420636412320319e-6
SCPCS000608	cellFractions	TRef	CD8_Tcells	1.493070273926849e-5
SCPCS000608	cellFractions	TRef	Endothelial	0.19557921722965796
SCPCS000608	cellFractions	TRef	Macrophages	0.011752699245020723
SCPCS000608	cellFractions	TRef	NKcells	1.9431157572125616e-5
SCPCS000608	cellFractions	TRef	otherCells	0.7636256303269497
SCPCS000609	cellFractions	TRef	Bcells	0.007414510849694027
SCPCS000609	cellFractions	TRef	CAFs	0.32886530062021807
SCPCS000609	cellFractions	TRef	CD4_Tcells	4.484312174476791e-6
SCPCS000609	cellFractions	TRef	CD8_Tcells	0.017408313929652853
SCPCS000609	cellFractions	TRef	Endothelial	0.053316835928338885
SCPCS000609	cellFractions	TRef	Macrophages	0.009040425783975257
SCPCS000609	cellFractions	TRef	NKcells	4.273874936841766e-5
SCPCS000609	cellFractions	TRef	otherCells	0.583907389826578
SCPCS000610	cellFractions	TRef	Bcells	1.6868471902248687e-4
SCPCS000610	cellFractions	TRef	CAFs	0.0381785354526309
SCPCS000610	cellFractions	TRef	CD4_Tcells	1.9070719986529957e-6
SCPCS000610	cellFractions	TRef	CD8_Tcells	0.08834194035474226
SCPCS000610	cellFractions	TRef	Endothelial	0.011794867586206669
SCPCS000610	cellFractions	TRef	Macrophages	0.015135170553194785
SCPCS000610	cellFractions	TRef	NKcells	4.022014698685109e-8
SCPCS000610	cellFractions	TRef	otherCells	0.8463788540420573
SCPCS000611	cellFractions	TRef	Bcells	0.0022934404010235315
SCPCS000611	cellFractions	TRef	CAFs	0.0018775814734129815
SCPCS000611	cellFractions	TRef	CD4_Tcells	0.014554338229065938
SCPCS000611	cellFractions	TRef	CD8_Tcells	0.008853481785425478
SCPCS000611	cellFractions	TRef	Endothelial	0.08539801366451474
SCPCS000611	cellFractions	TRef	Macrophages	0.0034566283799245335
SCPCS000611	cellFractions	TRef	NKcells	5.993580619313706e-9
SCPCS000611	cellFractions	TRef	otherCells	0.8835665100730521
SCPCS000612	cellFractions	TRef	Bcells	2.291255224842291e-6
SCPCS000612	cellFractions	TRef	CAFs	0.21981060671340452
SCPCS000612	cellFractions	TRef	CD4_Tcells	0.7383115635965792
SCPCS000612	cellFractions	TRef	CD8_Tcells	0.02816220608894277
SCPCS000612	cellFractions	TRef	Endothelial	5.15704550555693e-6
SCPCS000612	cellFractions	TRef	Macrophages	0.013706350551702036
SCPCS000612	cellFractions	TRef	NKcells	2.2302943026163733e-10
SCPCS000612	cellFractions	TRef	otherCells	1.8245256115045596e-6
SCPCS000613	cellFractions	TRef	Bcells	7.236010919188672e-8
SCPCS000613	cellFractions	TRef	CAFs	0.9554068867734514
SCPCS000613	cellFractions	TRef	CD4_Tcells	1.5826833316107071e-7
SCPCS000613	cellFractions	TRef	CD8_Tcells	6.020141107791479e-5
SCPCS000613	cellFractions	TRef	Endothelial	0.002379992376318312
SCPCS000613	cellFractions	TRef	Macrophages	0.007204230919698087
SCPCS000613	cellFractions	TRef	NKcells	2.699158159909357e-4
SCPCS000613	cellFractions	TRef	otherCells	0.034678542075021086
SCPCS000614	cellFractions	TRef	Bcells	2.0499002246876816e-5
SCPCS000614	cellFractions	TRef	CAFs	0.20633911054443577
SCPCS000614	cellFractions	TRef	CD4_Tcells	1.4338138360655426e-8
SCPCS000614	cellFractions	TRef	CD8_Tcells	0.07998277103200022
SCPCS000614	cellFractions	TRef	Endothelial	0.03659075501548893
SCPCS000614	cellFractions	TRef	Macrophages	0.01833693775590268
SCPCS000614	cellFractions	TRef	NKcells	1.8237985174183928e-8
SCPCS000614	cellFractions	TRef	otherCells	0.6587298940738021
SCPCS000615	cellFractions	TRef	Bcells	3.789719266147614e-5
SCPCS000615	cellFractions	TRef	CAFs	0.23052626868971865
SCPCS000615	cellFractions	TRef	CD4_Tcells	0.011575201133202297
SCPCS000615	cellFractions	TRef	CD8_Tcells	1.604049254932613e-4
SCPCS000615	cellFractions	TRef	Endothelial	0.008752150737792484
SCPCS000615	cellFractions	TRef	Macrophages	0.005303294432655909
SCPCS000615	cellFractions	TRef	NKcells	8.388919855785671e-7
SCPCS000615	cellFractions	TRef	otherCells	0.7436439439964904
SCPCS000246	mRNAProportions	TRef	Bcells	1.1520483225876796e-6
SCPCS000246	mRNAProportions	TRef	CAFs	0.9999643502608886
SCPCS000246	mRNAProportions	TRef	CD4_Tcells	9.13393080542298e-8
SCPCS000246	mRNAProportions	TRef	CD8_Tcells	3.3990401869561654e-5
SCPCS000246	mRNAProportions	TRef	Endothelial	1.5201054966636498e-7
SCPCS000246	mRNAProportions	TRef	Macrophages	1.394909199056826e-7
SCPCS000246	mRNAProportions	TRef	NKcells	1.144906821631003e-7
SCPCS000246	mRNAProportions	TRef	otherCells	9.957459412568426e-9
SCPCS000247	mRNAProportions	TRef	Bcells	4.2092087101992906e-4
SCPCS000247	mRNAProportions	TRef	CAFs	0.13447306405794168
SCPCS000247	mRNAProportions	TRef	CD4_Tcells	0.002406018246057335
SCPCS000247	mRNAProportions	TRef	CD8_Tcells	0.007166501020635382
SCPCS000247	mRNAProportions	TRef	Endothelial	0.0416347707655237
SCPCS000247	mRNAProportions	TRef	Macrophages	0.011472582022254386
SCPCS000247	mRNAProportions	TRef	NKcells	1.8971527226260762e-8
SCPCS000247	mRNAProportions	TRef	otherCells	0.8024261240450403
SCPCS000409	mRNAProportions	TRef	Bcells	1.0376502462720137e-8
SCPCS000409	mRNAProportions	TRef	CAFs	0.016201049010888643
SCPCS000409	mRNAProportions	TRef	CD4_Tcells	2.2213916298950466e-7
SCPCS000409	mRNAProportions	TRef	CD8_Tcells	0.06859409765857273
SCPCS000409	mRNAProportions	TRef	Endothelial	0.04427627626346449
SCPCS000409	mRNAProportions	TRef	Macrophages	0.0415469112600491
SCPCS000409	mRNAProportions	TRef	NKcells	4.184243747554172e-7
SCPCS000409	mRNAProportions	TRef	otherCells	0.8293810148669849
SCPCS000410	mRNAProportions	TRef	Bcells	0.0019608426890605174
SCPCS000410	mRNAProportions	TRef	CAFs	0.01710542825642973
SCPCS000410	mRNAProportions	TRef	CD4_Tcells	0.025486720048116234
SCPCS000410	mRNAProportions	TRef	CD8_Tcells	0.03221449881619343
SCPCS000410	mRNAProportions	TRef	Endothelial	0.01928178525300242
SCPCS000410	mRNAProportions	TRef	Macrophages	0.019873079191582342
SCPCS000410	mRNAProportions	TRef	NKcells	0.0010066887157812944
SCPCS000410	mRNAProportions	TRef	otherCells	0.8830709570298341
SCPCS000411	mRNAProportions	TRef	Bcells	6.64961305001872e-8
SCPCS000411	mRNAProportions	TRef	CAFs	0.18886123044642555
SCPCS000411	mRNAProportions	TRef	CD4_Tcells	0.007301790936454994
SCPCS000411	mRNAProportions	TRef	CD8_Tcells	5.669044724567735e-4
SCPCS000411	mRNAProportions	TRef	Endothelial	1.2018501325401669e-5
SCPCS000411	mRNAProportions	TRef	Macrophages	0.028005109906385224
SCPCS000411	mRNAProportions	TRef	NKcells	2.814290448593678e-6
SCPCS000411	mRNAProportions	TRef	otherCells	0.775250064950373
SCPCS000412	mRNAProportions	TRef	Bcells	5.1936389142350614e-8
SCPCS000412	mRNAProportions	TRef	CAFs	0.029427873306167134
SCPCS000412	mRNAProportions	TRef	CD4_Tcells	9.173413424513033e-8
SCPCS000412	mRNAProportions	TRef	CD8_Tcells	0.056340451238025877
SCPCS000412	mRNAProportions	TRef	Endothelial	0.049868485125822995
SCPCS000412	mRNAProportions	TRef	Macrophages	0.04825617645658205
SCPCS000412	mRNAProportions	TRef	NKcells	0.001036623310900724
SCPCS000412	mRNAProportions	TRef	otherCells	0.8150702468919778
SCPCS000413	mRNAProportions	TRef	Bcells	2.8887333797588504e-5
SCPCS000413	mRNAProportions	TRef	CAFs	0.9998331289514455
SCPCS000413	mRNAProportions	TRef	CD4_Tcells	3.3557850750953296e-7
SCPCS000413	mRNAProportions	TRef	CD8_Tcells	1.0704733976826461e-4
SCPCS000413	mRNAProportions	TRef	Endothelial	3.8786073357010536e-7
SCPCS000413	mRNAProportions	TRef	Macrophages	2.9501416806439455e-5
SCPCS000413	mRNAProportions	TRef	NKcells	5.322958880880119e-7
SCPCS000413	mRNAProportions	TRef	otherCells	1.7922305306505848e-7
SCPCS000415	mRNAProportions	TRef	Bcells	0.013547102906038846
SCPCS000415	mRNAProportions	TRef	CAFs	0.056036007693436904
SCPCS000415	mRNAProportions	TRef	CD4_Tcells	0.07256020638989301
SCPCS000415	mRNAProportions	TRef	CD8_Tcells	0.02120288452835426
SCPCS000415	mRNAProportions	TRef	Endothelial	0.0017928949243510254
SCPCS000415	mRNAProportions	TRef	Macrophages	0.014549516343509676
SCPCS000415	mRNAProportions	TRef	NKcells	0.014649165156683037
SCPCS000415	mRNAProportions	TRef	otherCells	0.8056622220577332
SCPCS000416	mRNAProportions	TRef	Bcells	5.57568589784648e-7
SCPCS000416	mRNAProportions	TRef	CAFs	0.2622911389034812
SCPCS000416	mRNAProportions	TRef	CD4_Tcells	0.030933335880898537
SCPCS000416	mRNAProportions	TRef	CD8_Tcells	9.795187605106871e-7
SCPCS000416	mRNAProportions	TRef	Endothelial	0.016872362311625692
SCPCS000416	mRNAProportions	TRef	Macrophages	0.01705072567182197
SCPCS000416	mRNAProportions	TRef	NKcells	5.824619259748837e-7
SCPCS000416	mRNAProportions	TRef	otherCells	0.6728503176828964
SCPCS000598	mRNAProportions	TRef	Bcells	7.427915230582316e-7
SCPCS000598	mRNAProportions	TRef	CAFs	0.701576185067738
SCPCS000598	mRNAProportions	TRef	CD4_Tcells	2.6704852693593164e-6
SCPCS000598	mRNAProportions	TRef	CD8_Tcells	1.0665716745632102e-4
SCPCS000598	mRNAProportions	TRef	Endothelial	1.3645992644901849e-5
SCPCS000598	mRNAProportions	TRef	Macrophages	0.02836028464324664
SCPCS000598	mRNAProportions	TRef	NKcells	1.6258211110635636e-4
SCPCS000598	mRNAProportions	TRef	otherCells	0.2697772317410154
SCPCS000599	mRNAProportions	TRef	Bcells	5.830439554367248e-4
SCPCS000599	mRNAProportions	TRef	CAFs	0.5206868343169173
SCPCS000599	mRNAProportions	TRef	CD4_Tcells	0.09512247698312884
SCPCS000599	mRNAProportions	TRef	CD8_Tcells	0.05093202193741039
SCPCS000599	mRNAProportions	TRef	Endothelial	0.2153733324675038
SCPCS000599	mRNAProportions	TRef	Macrophages	0.11715641873638682
SCPCS000599	mRNAProportions	TRef	NKcells	1.3854069184513103e-8
SCPCS000599	mRNAProportions	TRef	otherCells	1.4585774914688265e-4
SCPCS000600	mRNAProportions	TRef	Bcells	3.5322046062101317e-9
SCPCS000600	mRNAProportions	TRef	CAFs	0.10461980337154267
SCPCS000600	mRNAProportions	TRef	CD4_Tcells	0.10020980436128422
SCPCS000600	mRNAProportions	TRef	CD8_Tcells	0.14486613474097754
SCPCS000600	mRNAProportions	TRef	Endothelial	0.2283641280502756
SCPCS000600	mRNAProportions	TRef	Macrophages	0.0750652964801848
SCPCS000600	mRNAProportions	TRef	NKcells	0.0017670852728502071
SCPCS000600	mRNAProportions	TRef	otherCells	0.34510774419068035
SCPCS000601	mRNAProportions	TRef	Bcells	3.014596396637251e-7
SCPCS000601	mRNAProportions	TRef	CAFs	0.312429305234583
SCPCS000601	mRNAProportions	TRef	CD4_Tcells	0.017954010464435455
SCPCS000601	mRNAProportions	TRef	CD8_Tcells	0.0075313175217216356
SCPCS000601	mRNAProportions	TRef	Endothelial	0.02134313655311825
SCPCS000601	mRNAProportions	TRef	Macrophages	0.06884872707700583
SCPCS000601	mRNAProportions	TRef	NKcells	1.8040969467577952e-8
SCPCS000601	mRNAProportions	TRef	otherCells	0.5718931836485267
SCPCS000603	mRNAProportions	TRef	Bcells	4.5211513895813206e-8
SCPCS000603	mRNAProportions	TRef	CAFs	0.05672241417052547
SCPCS000603	mRNAProportions	TRef	CD4_Tcells	1.2544294932951593e-7
SCPCS000603	mRNAProportions	TRef	CD8_Tcells	0.1184514165513943
SCPCS000603	mRNAProportions	TRef	Endothelial	2.3081530740156876e-4
SCPCS000603	mRNAProportions	TRef	Macrophages	0.15970139963089858
SCPCS000603	mRNAProportions	TRef	NKcells	2.4224063253997503e-5
SCPCS000603	mRNAProportions	TRef	otherCells	0.6648695596220628
SCPCS000605	mRNAProportions	TRef	Bcells	6.555793845290247e-4
SCPCS000605	mRNAProportions	TRef	CAFs	0.03924764251109859
SCPCS000605	mRNAProportions	TRef	CD4_Tcells	0.05396599925327518
SCPCS000605	mRNAProportions	TRef	CD8_Tcells	2.137628158041106e-6
SCPCS000605	mRNAProportions	TRef	Endothelial	0.22614688084817788
SCPCS000605	mRNAProportions	TRef	Macrophages	0.09496979442798818
SCPCS000605	mRNAProportions	TRef	NKcells	0.0020082828390426285
SCPCS000605	mRNAProportions	TRef	otherCells	0.5830036831077304
SCPCS000606	mRNAProportions	TRef	Bcells	6.573105889476994e-7
SCPCS000606	mRNAProportions	TRef	CAFs	0.04636032418293092
SCPCS000606	mRNAProportions	TRef	CD4_Tcells	2.869476774681478e-7
SCPCS000606	mRNAProportions	TRef	CD8_Tcells	0.048653551598641855
SCPCS000606	mRNAProportions	TRef	Endothelial	0.05108635893893535
SCPCS000606	mRNAProportions	TRef	Macrophages	0.05596361363971696
SCPCS000606	mRNAProportions	TRef	NKcells	0.004529621377426588
SCPCS000606	mRNAProportions	TRef	otherCells	0.7934055860040818
SCPCS000607	mRNAProportions	TRef	Bcells	1.6502752666415724e-5
SCPCS000607	mRNAProportions	TRef	CAFs	0.14433796635744503
SCPCS000607	mRNAProportions	TRef	CD4_Tcells	1.4270740537890578e-7
SCPCS000607	mRNAProportions	TRef	CD8_Tcells	0.0609969779688215
SCPCS000607	mRNAProportions	TRef	Endothelial	0.04718936022573467
SCPCS000607	mRNAProportions	TRef	Macrophages	0.1486688251407814
SCPCS000607	mRNAProportions	TRef	NKcells	1.9237837290111574e-7
SCPCS000607	mRNAProportions	TRef	otherCells	0.5987900324687727
SCPCS000608	mRNAProportions	TRef	Bcells	1.2987683825119018e-7
SCPCS000608	mRNAProportions	TRef	CAFs	0.0281589157693153
SCPCS000608	mRNAProportions	TRef	CD4_Tcells	5.199806168470874e-6
SCPCS000608	mRNAProportions	TRef	CD8_Tcells	1.4322443768188586e-5
SCPCS000608	mRNAProportions	TRef	Endothelial	0.18989023669106322
SCPCS000608	mRNAProportions	TRef	Macrophages	0.04049706546689698
SCPCS000608	mRNAProportions	TRef	NKcells	2.0733675550686452e-5
SCPCS000608	mRNAProportions	TRef	otherCells	0.7414133962703989
SCPCS000609	mRNAProportions	TRef	Bcells	0.007277734521158229
SCPCS000609	mRNAProportions	TRef	CAFs	0.3215126343191368
SCPCS000609	mRNAProportions	TRef	CD4_Tcells	4.3314447021168375e-6
SCPCS000609	mRNAProportions	TRef	CD8_Tcells	0.016814875104492314
SCPCS000609	mRNAProportions	TRef	Endothelial	0.052124794986131685
SCPCS000609	mRNAProportions	TRef	Macrophages	0.031367136657466904
SCPCS000609	mRNAProportions	TRef	NKcells	4.591974772121787e-5
SCPCS000609	mRNAProportions	TRef	otherCells	0.5708525732191907
SCPCS000610	mRNAProportions	TRef	Bcells	1.632348689191667e-4
SCPCS000610	mRNAProportions	TRef	CAFs	0.036797875403380906
SCPCS000610	mRNAProportions	TRef	CD4_Tcells	1.8160487980015266e-6
SCPCS000610	mRNAProportions	TRef	CD8_Tcells	0.08412544188560765
SCPCS000610	mRNAProportions	TRef	Endothelial	0.011368326801721257
SCPCS000610	mRNAProportions	TRef	Macrophages	0.051772221255901286
SCPCS000610	mRNAProportions	TRef	NKcells	4.260345552911931e-8
SCPCS000610	mRNAProportions	TRef	otherCells	0.8157710411322162
SCPCS000611	mRNAProportions	TRef	Bcells	0.002283118100599216
SCPCS000611	mRNAProportions	TRef	CAFs	0.0018616841313992068
SCPCS000611	mRNAProportions	TRef	CD4_Tcells	0.014257934442183219
SCPCS000611	mRNAProportions	TRef	CD8_Tcells	0.008673177776614098
SCPCS000611	mRNAProportions	TRef	Endothelial	0.0846749550650634
SCPCS000611	mRNAProportions	TRef	Macrophages	0.012163705487095968
SCPCS000611	mRNAProportions	TRef	NKcells	6.531173928736077e-9
SCPCS000611	mRNAProportions	TRef	otherCells	0.876085418465871
SCPCS000612	mRNAProportions	TRef	Bcells	2.24269373181641e-6
SCPCS000612	mRNAProportions	TRef	CAFs	0.21429470149006646
SCPCS000612	mRNAProportions	TRef	CD4_Tcells	0.7111470342187516
SCPCS000612	mRNAProportions	TRef	CD8_Tcells	0.02712604044781307
SCPCS000612	mRNAProportions	TRef	Endothelial	5.027635125109813e-6
SCPCS000612	mRNAProportions	TRef	Macrophages	0.047423174534403686
SCPCS000612	mRNAProportions	TRef	NKcells	2.3895859467264887e-10
SCPCS000612	mRNAProportions	TRef	otherCells	1.7787411495939764e-6
SCPCS000613	mRNAProportions	TRef	Bcells	7.133767950365643e-8
SCPCS000613	mRNAProportions	TRef	CAFs	0.9381546153088403
SCPCS000613	mRNAProportions	TRef	CD4_Tcells	1.5354547600255433e-7
SCPCS000613	mRNAProportions	TRef	CD8_Tcells	5.840495148563008e-5
SCPCS000613	mRNAProportions	TRef	Endothelial	0.002337015635069759
SCPCS000613	mRNAProportions	TRef	Macrophages	0.025106124394394174
SCPCS000613	mRNAProportions	TRef	NKcells	2.912809468432221e-4
SCPCS000613	mRNAProportions	TRef	otherCells	0.03405233388021134
SCPCS000614	mRNAProportions	TRef	Bcells	1.9680024219059017e-5
SCPCS000614	mRNAProportions	TRef	CAFs	0.19730620654887449
SCPCS000614	mRNAProportions	TRef	CD4_Tcells	1.3545932408412367e-8
SCPCS000614	mRNAProportions	TRef	CD8_Tcells	0.0755635901247832
SCPCS000614	mRNAProportions	TRef	Endothelial	0.0349889221089308
SCPCS000614	mRNAProportions	TRef	Macrophages	0.06222888261512318
SCPCS000614	mRNAProportions	TRef	NKcells	1.916609972142269e-8
SCPCS000614	mRNAProportions	TRef	otherCells	0.6298926858660372
SCPCS000615	mRNAProportions	TRef	Bcells	3.75465029064439e-5
SCPCS000615	mRNAProportions	TRef	CAFs	0.227483112246611
SCPCS000615	mRNAProportions	TRef	CD4_Tcells	0.011285329173566106
SCPCS000615	mRNAProportions	TRef	CD8_Tcells	1.5638798535088597e-4
